# u v d x y z 
337.778893 223.391962 54.215572 0.426296 -8.523815 9.996160
335.812378 209.288149 54.579983 0.282222 -8.159405 11.104500
335.438080 191.702900 54.498821 0.251247 -8.240566 12.470045
335.094719 168.723907 54.222778 0.218562 -8.516609 14.230978
332.496758 142.578707 53.799473 0.009765 -8.939917 16.197302
332.073097 129.036770 53.061962 -0.035517 -9.677424 17.121176
324.619102 119.493141 51.788700 -0.608952 -10.950686 17.625414
335.335464 119.391575 51.678696 0.181476 -11.060692 17.613976
330.024910 102.489109 51.512043 -0.212973 -11.227345 18.829090
345.270348 150.973148 53.932529 0.996300 -8.806857 15.569057
367.791862 148.574467 54.434013 2.765741 -8.305375 15.819365
379.844818 183.833284 54.689674 3.724869 -8.049714 13.098051
387.428284 193.181849 53.168358 4.170810 -9.571032 12.265917
383.620377 194.626751 52.711311 3.840042 -10.028077 12.126543
381.684494 196.971445 52.285030 3.656703 -10.454359 11.923780
379.444275 199.314079 51.872749 3.454363 -10.866638 11.724839
377.803116 201.551914 51.394920 3.293289 -11.344466 11.532761
390.716972 196.996393 51.918285 4.294314 -10.821102 11.899385
393.464890 200.392256 51.535290 4.457927 -11.204098 11.625847
395.582466 203.013010 51.188522 4.576385 -11.550867 11.414580
397.957993 205.980577 50.869823 4.714607 -11.869565 11.182085
394.143372 200.165062 52.121960 4.570018 -10.617429 11.675959
397.414742 203.541584 51.692734 4.766136 -11.046655 11.402189
399.738731 207.171335 51.319817 4.895276 -11.419571 11.116653
402.486839 209.917173 50.938454 5.051810 -11.800934 10.898957
395.711136 202.778149 52.416622 4.718626 -10.322764 11.497059
398.312798 205.780735 52.072414 4.874931 -10.666972 11.255395
400.626640 208.452101 51.746513 5.009519 -10.992876 11.041986
403.460426 211.813889 51.284260 5.163887 -11.455129 10.774858
395.919762 205.300026 52.790115 4.774754 -9.949272 11.326733
399.148636 208.760805 52.366405 4.970351 -10.372983 11.046829
400.462074 210.827465 52.157738 5.044621 -10.581652 10.883530
402.094879 212.700405 51.858742 5.131219 -10.880647 10.732313
321.604614 153.557367 53.909138 -0.827116 -8.830250 15.367064
298.484211 156.163616 54.355267 -2.621401 -8.384123 15.219780
290.922451 192.579288 54.231316 -3.203426 -8.508072 12.383693
286.164131 199.825287 52.584991 -3.492490 -10.154396 11.727834
277.292862 208.750048 51.882488 -4.116053 -10.856901 11.026031
276.396751 211.938944 51.403896 -4.152658 -11.335492 10.770493
276.047058 213.980656 51.179222 -4.164230 -11.560165 10.612209
276.227951 216.000338 50.872841 -4.131847 -11.866548 10.454041
281.211395 207.624378 51.613811 -3.810731 -11.125576 11.097036
280.459156 210.412388 51.226582 -3.844324 -11.512805 10.875099
279.988899 212.967567 50.867146 -3.858192 -11.872243 10.674228
279.897556 216.420994 50.379509 -3.836895 -12.359879 10.406851
285.701656 206.747675 51.462952 -3.472255 -11.276438 11.154514
284.954433 209.864674 50.980751 -3.503048 -11.758636 10.904598
284.470501 213.451595 50.580116 -3.517957 -12.159273 10.628169
284.129791 216.124678 50.161728 -3.521138 -12.577660 10.420750
291.179962 205.777445 51.458176 -3.069302 -11.281212 11.225611
290.515442 208.999844 51.030144 -3.100122 -11.709244 10.969770
290.441341 211.659422 50.665340 -3.090120 -12.074048 10.761117
289.826622 214.471607 50.307468 -3.119186 -12.431918 10.544521
291.835556 203.976030 52.381092 -3.058241 -10.358295 11.405532
295.496960 208.190231 52.115330 -2.774955 -10.624059 11.078106
299.298706 212.445631 51.870056 -2.484659 -10.869332 10.751634
303.183002 216.562357 51.549255 -2.189125 -11.190134 10.435843
353.902435 232.407417 54.248611 1.676678 -8.490777 9.298264
350.450134 288.820796 54.391918 1.415367 -8.347469 4.916343
345.283089 330.555568 57.630363 1.130840 -5.109024 1.254497
341.962776 360.631506 57.093220 0.840631 -5.646169 -1.129063
339.459381 369.245682 56.075089 0.608145 -6.664299 -1.643665
323.849373 235.044880 53.953735 -0.653996 -8.785652 9.091777
328.511925 281.960135 51.262062 -0.327352 -11.477327 5.637049
330.417595 348.979297 51.174335 -0.189101 -11.565052 0.742792
323.622475 374.963121 49.326103 -0.695432 -13.413283 -0.800440
320.403175 374.859917 48.206337 -0.922926 -14.533051 -0.577437
