# u v d x y z 
313.777428 249.728894 36.680576 3.866740 -7.938578 5.372257
334.543343 241.235461 36.675846 3.862010 -9.026631 5.817328
359.949684 235.355043 36.704987 3.891150 -10.359436 6.125621
393.568649 230.921831 36.744663 3.930827 -12.126440 6.358595
431.998138 228.930387 36.758209 3.944373 -14.145862 6.463345
452.120209 237.449255 36.908566 4.094730 -15.230886 6.016551
479.229469 240.838809 36.131714 3.317876 -16.483551 5.838763
479.835777 242.666273 36.896652 4.082816 -16.689510 5.741522
495.153656 223.804150 36.433681 3.619846 -17.381065 6.725023
415.447235 230.155792 37.668095 4.854259 -13.400811 6.411792
409.663811 221.400576 39.448368 6.634531 -13.317634 6.930226
403.095207 264.877696 40.895306 8.081470 -13.119224 4.428658
419.835167 286.302953 39.833931 7.020097 -13.945827 3.247162
421.621895 288.736095 39.261520 6.447685 -13.964404 3.148556
424.231949 292.916193 38.802792 5.988954 -14.042490 2.948780
426.531067 296.981993 38.342472 5.528638 -14.099882 2.760874
430.292130 301.500721 37.860672 5.046836 -14.229981 2.555691
435.791855 297.843633 38.943066 6.129230 -14.706490 2.664048
441.173401 304.824328 38.737381 5.923545 -14.970276 2.294739
446.005859 310.449357 38.535126 5.721291 -15.201292 2.003810
450.565376 316.464329 38.364876 5.551040 -15.420539 1.691282
434.539261 302.084584 39.255417 6.441582 -14.687912 2.400409
440.842361 309.378347 39.036335 6.222498 -15.003565 2.013094
445.672989 316.410198 38.814507 6.000671 -15.233125 1.645168
451.360283 322.517667 38.610645 5.796810 -15.510226 1.330545
431.033669 304.565635 39.556938 6.743104 -14.539149 2.233462
435.889282 310.741267 39.378544 6.564708 -14.784005 1.902506
440.480537 316.321507 39.202297 6.388463 -15.011952 1.607805
446.900940 323.561211 38.931728 6.117891 -15.322464 1.234657
425.633011 306.129785 39.857811 7.043975 -14.279363 2.116648
431.675987 313.411674 39.641945 6.828110 -14.589008 1.724658
434.302139 317.356796 39.518806 6.704970 -14.717625 1.514849
438.374443 321.575432 39.337139 6.523303 -14.916808 1.297854
420.553551 230.497885 35.833920 3.020085 -13.412115 6.368485
424.625549 221.276979 34.029243 1.215409 -13.350830 6.792246
419.730797 270.313482 32.347351 -0.466484 -12.873256 4.481258
435.008087 295.416441 33.319283 0.505445 -13.738914 3.244294
438.291092 319.817033 33.323944 0.510109 -13.895968 2.082319
444.587822 328.288436 33.450577 0.636741 -14.218267 1.663061
447.199707 332.605019 33.540695 0.726859 -14.359456 1.444864
451.515312 337.106981 33.657997 0.844160 -14.588277 1.212879
445.487366 317.460093 33.479454 0.665618 -14.266431 2.177315
450.378723 324.528036 33.589619 0.775782 -14.520891 1.825968
455.022812 330.742621 33.700714 0.886877 -14.765167 1.513358
461.511688 338.477597 33.876606 1.062771 -15.113127 1.116221
450.494080 313.619428 33.674244 0.860409 -14.542203 2.340519
456.826553 321.916480 33.800945 0.987109 -14.871600 1.926554
461.450348 329.401503 33.961700 1.147864 -15.127352 1.544593
467.062874 336.053410 34.081947 1.268112 -15.424916 1.205364
453.221703 307.297368 33.913361 1.099526 -14.718926 2.621660
458.461304 315.080824 34.046970 1.233136 -14.999200 2.230239
463.150787 321.057916 34.180309 1.366473 -15.254558 1.924082
467.427406 327.550564 34.291527 1.477692 -15.486805 1.593143
438.121109 295.607743 33.844070 1.030235 -13.975644 3.193500
441.441460 298.470969 34.261013 1.447178 -14.208514 3.020239
444.360695 300.958543 34.683380 1.869545 -14.426431 2.861705
448.657227 303.934622 35.098156 2.284319 -14.715549 2.676364
299.492950 252.906833 37.864933 5.051096 -7.155364 5.183893
226.790867 290.871706 37.427143 4.613307 -3.281002 3.162085
140.589638 272.636847 38.037445 5.223609 1.484370 4.108599
103.586407 297.582307 38.146893 5.333057 3.528934 2.744079
99.598761 318.849249 37.943184 5.129350 3.682103 1.608071
297.651825 253.109293 35.506981 2.693144 -7.131052 5.217100
222.313728 294.179621 35.720459 2.906624 -3.279792 3.117315
127.584715 269.169216 35.214359 2.400524 1.415041 4.414666
87.218590 299.757929 34.852192 2.038355 3.325271 2.906781
86.359844 323.071146 34.871300 2.057463 3.374405 1.743775
