# u v d x y z 
470.685005 244.625459 71.777229 -5.213388 6.003367 9.824438
469.317894 233.242121 71.809380 -5.245536 5.870047 10.991983
466.598206 220.338192 71.627914 -5.064069 5.553043 12.310634
464.327812 203.097696 71.469345 -4.905501 5.288030 14.066418
464.427872 183.342962 71.523666 -4.959826 5.309453 16.087755
466.848297 173.160753 71.893555 -5.329710 5.634360 17.163456
478.878517 165.816021 72.020500 -5.456656 6.898739 17.931252
473.759384 165.737028 72.721413 -6.157566 6.526010 18.013741
476.391335 153.796377 72.231186 -5.667340 6.689910 19.193857
459.048462 191.320238 72.335655 -5.771810 4.921097 15.329131
444.708595 192.883301 73.719238 -7.155398 3.685757 15.260737
444.919167 219.485664 74.522980 -7.959137 3.851362 12.482714
458.032913 226.202316 75.154976 -8.591136 5.372097 11.780105
463.471603 226.312323 74.940948 -8.377104 5.912150 11.764111
468.193207 227.308788 74.850578 -8.286733 6.398505 11.655790
472.880974 228.254900 74.738899 -8.175059 6.875375 11.552751
477.943993 229.137583 74.684921 -8.121076 7.403772 11.457670
468.685226 228.257618 75.552650 -8.988805 6.600241 11.566113
471.711502 230.557909 75.771957 -9.208117 6.974406 11.320794
474.490929 232.250776 75.947296 -9.383455 7.313965 11.139489
476.983948 234.193583 76.131096 -9.567250 7.625664 10.930227
466.285973 231.005001 75.730553 -9.166707 6.378462 11.271867
469.562531 233.295221 75.993088 -9.429245 6.789034 11.026608
472.649994 235.628443 76.175163 -9.611320 7.163918 10.774448
475.551224 237.380390 76.395096 -9.831250 7.528512 10.584621
463.569183 233.227501 75.769310 -9.205469 6.092491 11.031795
466.250000 235.255108 75.975838 -9.411991 6.425817 10.813725
468.800583 237.004194 76.160736 -9.596893 6.741952 10.624676
472.480240 239.092598 76.393112 -9.829269 7.192922 10.397757
460.550880 235.307007 75.700157 -9.136317 5.751899 10.806244
463.816299 237.644148 75.959885 -9.396040 6.158394 10.554370
465.552673 238.980818 76.063187 -9.499347 6.368295 10.409473
467.958221 240.115986 76.203865 -9.640024 6.659418 10.286101
470.446548 189.875193 70.697594 -4.133747 5.746880 15.361160
478.347893 188.623695 68.883804 -2.319960 6.134587 15.354437
481.905174 217.607117 68.528625 -1.964780 6.402494 12.490948
492.940941 228.689289 69.233971 -2.670125 7.657135 11.417421
499.237366 238.850527 69.066704 -2.502864 8.237057 10.412142
502.403412 242.476101 69.257011 -2.693166 8.599031 10.053745
503.707962 244.508743 69.359932 -2.796091 8.755112 9.851976
505.453835 246.581240 69.531387 -2.967544 8.973525 9.645009
500.176315 237.865505 69.422829 -2.858983 8.421367 10.510417
502.686462 240.940790 69.576538 -3.012695 8.710428 10.205217
504.937477 243.680534 69.733849 -3.170005 8.975727 9.932074
507.788391 247.201066 69.982651 -3.418809 9.326479 9.578800
499.920273 236.635094 69.770996 -3.207150 8.485459 10.634117
503.073883 240.168629 69.966606 -3.402760 8.850950 10.281874
505.365105 243.686843 70.154068 -3.590222 9.129602 9.929232
507.989616 246.558623 70.343140 -3.779294 9.443409 9.639650
498.201370 234.750195 70.123848 -3.560007 8.403958 10.824636
500.881004 238.199329 70.301834 -3.737991 8.718391 10.479572
503.006592 240.926013 70.484474 -3.920631 8.979615 10.205486
505.232964 243.818121 70.630875 -4.067033 9.242530 9.913474
491.248055 230.866385 69.771881 -3.208036 7.621294 11.209114
490.807838 233.661146 70.195061 -3.631219 7.680679 10.934379
490.175285 236.344528 70.617264 -4.053419 7.719884 10.667499
490.176620 239.057007 71.068237 -4.504396 7.829658 10.394466
462.605896 253.283558 72.681480 -6.117637 5.359159 8.919487
481.635399 289.312577 73.334663 -6.770817 7.485832 5.132555
466.183205 333.169127 72.530693 -5.966852 5.699108 0.644983
481.317635 346.206336 73.390816 -6.826971 7.465481 -0.836370
490.668869 343.254390 73.766960 -7.203115 8.537613 -0.582360
478.827934 251.727262 70.678787 -4.114944 6.589105 9.114630
483.349495 291.267185 72.064255 -5.500411 7.368948 5.020826
473.851852 335.389738 70.141136 -3.577294 5.968501 0.740521
481.207275 350.170641 71.561089 -4.997242 7.032537 -0.964029
484.663086 347.513280 72.558876 -5.995034 7.620538 -0.845619
