# u v d x y z 
276.250896 236.200562 95.949287 16.519524 3.507949 9.770999
278.218174 228.002558 96.161507 16.262535 3.295727 10.898336
276.776848 218.246012 95.909462 16.444971 3.547772 12.230797
273.835392 205.751638 95.489105 16.820269 3.968127 13.922130
267.621002 192.892513 94.741226 17.612032 4.716007 15.625950
260.692978 189.255981 94.091270 18.494633 5.365962 16.071018
251.243153 183.590097 93.697800 19.726194 5.759430 16.800896
254.544086 182.667675 93.079697 19.226553 6.377540 16.873743
252.732830 174.020605 93.490425 19.506866 5.966812 18.062267
273.226700 198.028879 94.256210 16.820923 5.201025 14.901690
283.091927 197.047863 93.030884 15.427945 6.426352 14.958600
301.980038 202.816143 91.908020 12.888785 7.549211 14.132339
308.389759 200.772543 90.352211 12.021403 9.105024 14.313476
307.171650 202.053251 89.824615 12.168960 9.632613 14.119568
307.119370 202.975044 89.339119 12.166736 10.118113 13.975602
306.944256 204.024353 88.864517 12.180233 10.592716 13.817291
306.936893 204.658585 88.335762 12.171300 11.121473 13.710077
310.674553 198.767481 89.094826 11.709742 10.362407 14.498213
312.987709 198.311319 88.697266 11.411345 10.759970 14.532595
314.730015 197.863226 88.339859 11.187886 11.117374 14.567859
316.724224 197.491722 88.008362 10.934665 11.448874 14.594610
313.505077 198.996964 89.291351 11.351300 10.165882 14.480515
315.995789 198.249378 88.855110 11.031093 10.602123 14.549856
318.216057 198.063240 88.458527 10.748250 10.998702 14.549726
320.226364 197.350101 88.073280 10.494335 11.383952 14.616372
315.398712 199.903708 89.562271 11.111531 9.894960 14.380370
317.512894 199.429922 89.207512 10.839771 10.249719 14.420430
319.369774 198.969040 88.872551 10.602829 10.584682 14.459530
321.624146 198.318815 88.398605 10.317712 11.058624 14.513861
316.744461 201.450863 89.894325 10.940892 9.562904 14.200706
319.266510 200.769053 89.461975 10.616557 9.995259 14.264032
320.536842 200.679674 89.239662 10.454376 10.217569 14.262966
321.796455 200.225859 88.935387 10.294577 10.521842 14.303532
266.247349 197.503195 95.748978 17.875334 3.708256 15.063100
262.329922 195.606623 97.437271 18.550268 2.019962 15.429591
263.163338 199.567852 100.306953 18.667261 -0.849723 15.043957
256.531754 196.726255 101.660408 19.740257 -2.203173 15.534816
257.038841 197.586765 102.831284 19.771927 -3.374050 15.480789
255.770531 196.597166 103.292931 20.000605 -3.835700 15.654787
255.029316 196.309118 103.527855 20.131783 -4.070625 15.711955
253.915253 195.582676 103.789841 20.321283 -4.332606 15.836017
255.051670 195.575953 102.793037 20.060297 -3.335808 15.773755
254.008694 194.858923 103.177170 20.249668 -3.719934 15.903818
252.960815 194.150591 103.521400 20.437088 -4.064164 16.030771
251.329594 193.119078 103.963600 20.721708 -4.506363 16.212934
252.995319 194.136457 102.670380 20.350527 -3.213144 15.977101
251.720505 193.109322 103.127983 20.582140 -3.670752 16.158409
250.399113 192.574539 103.540535 20.817837 -4.083304 16.265146
249.200897 191.619902 103.919472 21.033398 -4.462240 16.432541
250.800724 193.227282 102.413376 20.647005 -2.956139 16.093283
249.592056 192.483416 102.840363 20.866787 -3.383126 16.231098
248.382397 191.760263 103.179207 21.079172 -3.721974 16.360689
247.398453 191.164827 103.539505 21.261572 -4.082269 16.473591
252.626572 196.716671 101.729401 20.314045 -2.272169 15.540476
249.531174 196.641483 101.922607 20.783340 -2.465374 15.563368
246.437263 196.649723 102.098610 21.252321 -2.641378 15.573070
243.249092 196.242542 102.313126 21.740852 -2.855889 15.645865
280.550747 242.012987 94.947136 15.873664 4.510096 8.977167
269.025269 271.377268 93.627548 17.340872 5.829681 5.053383
282.636261 304.611826 94.312141 15.556893 5.145094 0.544950
274.202881 318.453870 92.875267 16.599131 6.581963 -1.158970
266.916275 318.431625 92.156769 17.511421 7.300462 -1.075514
271.018944 242.187510 96.826469 17.298050 2.630767 8.947623
262.202015 271.889277 95.544449 18.411783 3.912784 4.897573
283.143406 294.148006 98.016159 15.683591 1.441069 1.668238
278.072701 310.505733 98.356575 16.413996 1.100659 -0.656511
271.435204 314.957500 97.895996 17.314672 1.561235 -1.232706
