# u v d x y z 
341.789665 229.955664 47.493084 0.590721 -3.072531 9.433318
341.193314 212.637377 47.489700 0.594104 -3.113095 10.608185
342.129707 192.860613 47.673752 0.410053 -3.043747 11.962282
341.156082 167.052727 47.834526 0.249279 -3.105198 13.736691
338.384285 137.449379 47.757164 0.326641 -3.296641 15.748303
328.929329 122.793045 47.512978 0.570828 -3.944817 16.707340
308.579693 114.801464 47.521873 0.561932 -5.326207 17.251364
312.622643 110.712404 46.788975 1.294832 -5.044013 17.393600
308.120480 95.312576 47.309723 0.774084 -5.353781 18.530582
346.537514 146.562080 46.993050 1.090756 -2.769358 15.024598
368.104553 143.426027 45.731735 2.352071 -1.408178 15.061117
340.104332 169.014330 44.443558 3.640248 -3.274460 13.258775
320.589561 152.469893 45.073494 3.010311 -4.512938 14.387963
317.955360 152.705755 45.626228 2.457577 -4.684170 14.441706
314.096127 151.856833 46.049953 2.033854 -4.939291 14.550392
310.473385 151.345024 46.477928 1.605878 -5.183438 14.638266
306.654816 149.764481 46.920940 1.162865 -5.445426 14.800316
310.323677 141.360111 45.837593 2.246213 -5.184528 15.211002
304.489346 137.354536 45.978516 2.105290 -5.569696 15.493959
299.866219 133.917818 46.128078 1.955726 -5.877661 15.742361
294.988403 130.622120 46.243782 1.840024 -6.203230 15.977618
306.843414 141.095295 45.494946 2.588861 -5.405983 15.179930
300.701694 136.267090 45.643948 2.439860 -5.809258 15.515809
294.856396 132.810917 45.802898 2.280906 -6.196115 15.765510
289.903316 128.656397 45.948441 2.135367 -6.526464 16.060501
304.727497 142.928238 45.182770 2.901034 -5.536691 15.017511
299.450092 139.141960 45.302731 2.781076 -5.880853 15.279187
294.753208 135.657549 45.426220 2.657585 -6.189280 15.523100
288.789291 131.004467 45.628323 2.455484 -6.585318 15.856528
303.311768 146.558905 44.883862 3.199944 -5.620945 14.743262
297.028408 141.734076 45.029392 3.054414 -6.028610 15.073058
293.655910 139.753761 45.116837 2.966968 -6.248845 15.212970
290.135136 136.757040 45.257427 2.826380 -6.481767 15.426853
331.618843 150.076389 48.546360 -0.462555 -3.745110 14.988214
323.496933 153.744249 50.315960 -2.232152 -4.299542 14.951896
285.925884 160.446167 49.310482 -1.226678 -6.951201 14.355892
276.176052 137.933521 48.492428 -0.408622 -7.586799 15.822483
261.468983 131.761637 47.932171 0.151636 -8.558784 16.163410
256.665096 125.349512 47.766594 0.317212 -8.872746 16.575357
254.357071 122.103682 47.651119 0.432687 -9.019413 16.777397
251.955109 117.533398 47.550041 0.533765 -9.173097 17.070826
263.342285 126.514034 48.047802 0.036003 -8.439869 16.541481
259.382114 121.289749 47.898930 0.184877 -8.698802 16.874828
255.911007 116.296320 47.765667 0.318140 -8.924119 17.192965
251.679649 109.178867 47.589630 0.494176 -9.195672 17.645737
266.469955 122.327299 48.128819 -0.045014 -8.231382 16.842478
261.761780 115.846939 47.969376 0.114429 -8.541830 17.259758
257.764301 110.013714 47.769150 0.314658 -8.797967 17.622314
253.941555 104.172335 47.639904 0.443903 -9.046640 17.995861
271.516495 119.388227 48.196636 -0.112832 -7.889102 17.056240
267.228870 113.505049 48.021683 0.062124 -8.171126 17.429695
264.018784 108.211927 47.881546 0.202261 -8.380139 17.766434
260.341625 103.242445 47.732643 0.351163 -8.618975 18.077265
279.124298 130.763168 48.208569 -0.124761 -7.365984 16.274910
279.774246 123.973932 47.931843 0.151963 -7.305321 16.696613
280.678596 117.292728 47.652344 0.431463 -7.227695 17.105108
281.095753 109.658918 47.396816 0.686990 -7.185096 17.577198
349.404373 241.613059 46.393665 1.690140 -2.602077 8.644930
313.043442 296.900926 45.676952 2.406854 -5.004836 5.038894
327.492790 371.461208 45.267525 2.816281 -4.066358 0.250519
301.931057 400.422342 44.663445 3.420359 -5.703788 -1.483896
283.718071 399.730518 44.543770 3.540037 -6.859663 -1.412447
339.236526 241.753192 48.671322 -0.587516 -3.213376 8.629938
360.785904 299.475489 49.298134 -1.214329 -1.678517 4.563223
400.309525 353.903189 49.908978 -1.825171 1.175052 0.630707
383.278465 377.440145 51.013802 -2.929996 0.060636 -1.264368
367.721825 378.382072 51.332359 -3.248555 -1.051368 -1.395988
