# u v d x y z 
239.624634 305.641751 77.426941 5.920533 3.938289 8.183815
244.993515 296.459126 77.435127 5.928718 3.345314 9.198843
256.277523 291.376548 77.441727 5.935317 2.097659 9.760603
271.548996 286.188197 77.461479 5.955074 0.409527 10.333292
289.447784 283.240843 77.301567 5.795156 -1.578118 10.669321
299.557896 286.732764 77.374222 5.867810 -2.692465 10.278856
309.896679 294.373755 76.893906 5.387497 -3.842191 9.471571
310.013943 294.497323 77.688461 6.182051 -3.843737 9.396138
320.214005 290.098243 77.348099 5.841691 -4.975671 9.908724
283.886795 283.305373 78.271149 6.764736 -0.913994 10.602213
284.559612 276.767507 80.013527 8.507121 -0.901010 11.241732
263.493500 285.880280 81.002266 9.495857 1.586766 10.135292
263.260517 300.796108 81.347450 9.841043 1.641707 8.379290
265.160885 305.108843 81.123505 9.617096 1.403320 7.898933
266.129894 309.338279 81.013016 9.506604 1.282518 7.419726
267.111111 313.492441 80.882118 9.375707 1.159068 6.952694
268.339729 318.010383 80.808517 9.302112 1.011675 6.438868
266.072559 311.030660 81.696945 10.190534 1.341843 7.154460
265.513916 314.771805 81.880745 10.374337 1.421347 6.698199
265.331898 318.007078 82.028648 10.522236 1.454190 6.303279
264.831638 321.117096 82.182304 10.675893 1.524922 5.921029
262.951279 310.361881 81.844604 10.338195 1.718161 7.217672
262.530060 314.363151 82.070717 10.564310 1.785974 6.725819
261.935272 318.125753 82.216743 10.710337 1.867821 6.268379
261.781921 321.546478 82.407555 10.901143 1.901704 5.844378
260.035648 309.037971 81.861229 10.354819 2.060483 7.370825
259.553814 312.363453 82.036095 10.529689 2.131930 6.963851
259.236755 315.441985 82.193047 10.686635 2.182713 6.586148
259.118004 319.666786 82.390541 10.884130 2.213834 6.067600
257.037373 307.267156 81.773224 10.266817 2.403199 7.586369
256.565990 311.274605 81.995872 10.489465 2.478443 7.095552
256.209583 313.401361 82.078575 10.572163 2.527727 6.837759
256.316357 316.055117 82.199379 10.692973 2.526197 6.513466
281.934414 285.996866 76.449295 4.942888 -0.794757 10.420975
278.709030 284.534798 74.631516 3.125103 -0.549728 10.696301
257.108212 298.363495 73.300613 1.794204 1.633699 9.332901
259.191971 315.158000 72.802444 1.296035 1.372222 7.627748
253.309383 323.913317 72.198105 0.691698 1.926456 6.789611
253.383541 328.860326 71.939865 0.433455 1.894230 6.312159
253.287258 331.472282 71.836555 0.330144 1.894280 6.057222
253.808117 334.695697 71.703346 0.196937 1.828231 5.744446
256.932926 325.574999 72.171516 0.665107 1.550327 6.621476
256.901760 329.683514 71.965874 0.459467 1.535004 6.224226
257.034779 333.502421 71.783646 0.277240 1.504936 5.855950
257.561626 338.723974 71.559036 0.052629 1.430874 5.352168
260.373135 326.590247 72.252167 0.745756 1.202505 6.506824
260.556583 331.534724 71.992844 0.486438 1.161548 6.030379
260.475788 336.166706 71.809929 0.303519 1.154304 5.579123
260.867901 340.471501 71.595772 0.089362 1.095987 5.168250
263.893528 326.617112 72.468605 0.962196 0.856486 6.477271
263.882179 331.225877 72.249138 0.742725 0.840067 6.028742
264.202557 335.152216 72.080734 0.574323 0.793576 5.646383
264.155178 339.061332 71.896240 0.389828 0.783736 5.269961
261.784267 319.311261 73.048431 1.542025 1.123073 7.167923
263.363705 323.688970 73.160988 1.654580 0.967356 6.697633
264.930058 327.920508 73.291710 1.785298 0.813933 6.238952
266.828041 332.567439 73.369133 1.862723 0.621090 5.742167
235.699005 310.024023 78.593025 7.086613 4.512932 7.582443
258.079815 342.149963 78.531242 7.024833 1.994646 3.984496
233.228664 377.778840 78.627235 7.120828 4.794532 -0.031514
245.892696 395.786655 78.194077 6.687665 3.326192 -1.957832
255.691280 396.678357 77.887505 6.381096 2.203468 -1.988823
233.973179 312.532153 76.236954 4.730546 4.417151 7.544971
256.429672 345.003848 76.867615 5.361208 2.028688 3.913878
229.060421 379.046681 77.234375 5.727968 5.081777 0.102753
239.348202 398.941505 77.152779 5.646372 3.937275 -2.073812
249.690781 401.136339 77.183823 5.677412 2.800452 -2.322870
