# u v d x y z 
321.195259 229.678545 65.410835 -2.984537 -0.833241 14.044744
320.362930 242.068348 65.218941 -3.176428 -0.755366 12.887557
322.367859 256.222730 64.872879 -3.522488 -0.940992 11.576815
324.551430 275.237489 64.583527 -3.811841 -1.141477 9.829178
326.669273 297.086477 64.540062 -3.855305 -1.336458 7.816886
327.325096 309.168205 64.837265 -3.558105 -1.400035 6.673584
325.557671 324.297080 64.184380 -4.210993 -1.231143 5.350901
333.892174 323.603611 64.396683 -3.998684 -1.999564 5.389130
333.741035 327.058396 63.118759 -5.276611 -1.960576 5.230240
335.196037 288.025074 64.846260 -3.549109 -2.129272 8.631342
355.058060 285.596752 64.891052 -3.504316 -3.971487 8.853377
367.130203 310.164499 66.010628 -2.384745 -5.165970 6.463690
362.938957 328.777928 65.732437 -2.662936 -4.753671 4.743709
357.631302 331.628108 65.856255 -2.539113 -4.261918 4.459860
353.877182 335.278072 65.946976 -2.448393 -3.913118 4.104121
350.065994 338.701816 66.051834 -2.343533 -3.558572 3.766786
346.138954 342.765212 66.102020 -2.293350 -3.189892 3.375998
356.604347 341.154013 65.439026 -2.956343 -4.143484 3.623951
356.072617 346.510363 65.385910 -3.009460 -4.091036 3.131299
355.259285 351.013870 65.330292 -3.065078 -4.012263 2.719454
354.844360 355.522814 65.288254 -3.107120 -3.971448 2.305576
360.728798 342.182865 65.506081 -2.889292 -4.532957 3.517981
360.158043 348.047204 65.415894 -2.979481 -4.474373 2.983115
359.447937 353.239603 65.395851 -2.999522 -4.406882 2.501122
358.731422 358.238711 65.308556 -3.086818 -4.335111 2.048839
364.306602 341.656408 65.653419 -2.741948 -4.877093 3.545850
363.900452 346.472926 65.597160 -2.798207 -4.835472 3.102663
363.369102 350.887742 65.541222 -2.854148 -4.782215 2.697811
362.230988 356.782451 65.459084 -2.936291 -4.670698 2.159591
367.614822 340.052319 65.880661 -2.514709 -5.202830 3.663818
367.103348 345.871496 65.797180 -2.598193 -5.149076 3.128772
366.734276 348.789382 65.787216 -2.608156 -5.113719 2.856051
365.844612 352.396660 65.727005 -2.668368 -5.026164 2.526700
316.232967 290.102534 64.330727 -4.064647 -0.375358 8.475790
298.626595 291.759396 63.377430 -5.017942 1.213581 8.394011
281.124802 318.055186 63.609158 -4.786213 2.811047 5.987372
286.717300 337.152629 63.382072 -5.013299 2.292058 4.283502
281.488476 349.162703 63.264149 -5.131222 2.759018 3.214429
282.285175 355.185499 63.144814 -5.250557 2.680586 2.689741
282.674866 358.243089 63.118343 -5.277025 2.644021 2.418397
283.785572 361.963270 63.055614 -5.339756 2.540625 2.093882
285.637894 350.533891 63.144390 -5.250981 2.378126 3.109416
286.229343 355.518279 63.057587 -5.337782 2.320587 2.674117
286.969604 360.088849 62.978748 -5.416621 2.250181 2.275915
288.408890 366.189644 62.880711 -5.514660 2.116264 1.744702
289.762383 350.847788 63.117031 -5.278340 2.004889 3.085432
290.656719 356.874204 62.993244 -5.402128 1.919062 2.562716
291.427822 362.294962 62.943626 -5.451743 1.847644 2.083568
292.470150 367.448308 62.836807 -5.558563 1.749717 1.639630
294.118099 349.610639 63.189583 -5.205789 1.614829 3.185622
294.837151 355.167031 63.103249 -5.292122 1.546817 2.698245
295.846539 359.779859 63.034290 -5.361080 1.453444 2.294209
296.412659 364.470978 62.963020 -5.432349 1.400064 1.884453
291.521416 340.133057 63.627773 -4.767596 1.867061 3.978489
294.907055 343.982792 63.791721 -4.603649 1.565195 3.604206
298.283520 347.608638 63.969734 -4.425636 1.263017 3.246415
301.954670 351.817632 64.095406 -4.299966 0.930767 2.841700
334.372711 222.258482 65.605507 -2.789863 -2.068593 14.743037
351.814003 193.585138 62.288803 -6.106569 -3.552487 17.210445
372.120094 162.966671 58.223118 -10.172256 -5.056684 19.487579
385.485764 141.397362 56.581882 -11.813490 -6.014848 21.050440
390.129852 128.218288 56.723610 -11.671762 -6.404433 22.138353
309.632835 219.753284 65.201378 -3.193993 0.244097 14.966141
302.020531 185.907612 67.917030 -0.478338 1.022895 18.328543
288.412571 139.167309 68.676155 0.280786 2.377453 22.972837
282.664642 132.931166 70.844559 2.449191 3.057030 23.916328
283.581734 139.084768 71.909332 3.513958 3.019612 23.447044
