# u v d x y z 
328.282509 223.823433 44.388603 -0.471214 -2.594703 9.277905
329.536972 205.799417 44.062805 -0.546323 -2.268906 10.404929
329.556084 184.004545 43.908440 -0.545418 -2.114541 11.764500
328.423004 155.528984 43.863346 -0.473803 -2.069445 13.545226
324.244385 124.400940 44.105991 -0.213432 -2.312093 15.535841
317.103882 110.684538 44.627811 0.238639 -2.833910 16.496490
319.265556 97.601166 45.672009 0.101919 -3.878110 17.543026
307.865314 95.426960 45.381283 0.840696 -3.587382 17.624840
317.342606 77.531319 45.189240 0.225550 -3.395338 18.740448
312.427063 135.912724 43.648636 0.526212 -1.854737 14.742493
289.112148 134.248753 42.432812 1.926368 -0.638910 14.662572
252.737083 153.553877 40.913761 3.985398 0.880140 13.304733
229.551926 148.521709 41.840157 5.460229 -0.046257 13.719919
228.097973 153.120346 42.359188 5.615278 -0.565289 13.509469
224.791985 156.184273 42.774197 5.871780 -0.980294 13.373754
221.809959 159.458628 43.186001 6.111763 -1.392099 13.221052
218.382702 161.863518 43.638527 6.388898 -1.844625 13.123198
217.861938 146.496449 42.811275 6.300658 -1.017374 13.970691
211.166840 145.484333 43.022247 6.742923 -1.228347 14.061077
205.898876 144.686937 43.233372 7.101109 -1.439470 14.138831
200.342102 143.871002 43.407066 7.473997 -1.613165 14.213078
213.430653 145.038443 42.468147 6.519433 -0.674247 14.013311
206.252289 143.450546 42.705360 6.993481 -0.911460 14.142366
199.746666 143.058443 42.920292 7.427296 -1.126392 14.196054
193.995991 141.706524 43.143799 7.820131 -1.349896 14.310330
210.965099 145.228558 42.109650 6.613173 -0.315748 13.953242
204.860096 144.142599 42.296001 7.011082 -0.502100 14.044088
199.454803 143.182983 42.481323 7.369599 -0.687422 14.127703
192.664204 142.052279 42.767128 7.833695 -0.973225 14.236315
209.666195 146.888323 41.724262 6.630566 0.069637 13.802134
202.321167 145.336275 41.955677 7.107279 -0.161775 13.925940
198.552456 145.108423 42.074375 7.353756 -0.280474 13.955688
194.525776 144.365416 42.269249 7.630715 -0.475347 14.026971
338.493805 135.987110 44.449841 -1.120353 -2.655942 14.856905
366.686554 134.612188 44.808929 -2.934535 -3.015029 14.998275
391.620255 152.576866 46.890453 -4.743581 -5.096553 14.108269
374.498711 151.942492 48.341099 -3.709610 -6.547201 14.333248
372.983589 149.953394 49.478661 -3.691082 -7.684761 14.616948
368.473511 150.352507 49.939575 -3.404207 -8.145676 14.647764
366.465225 150.954638 50.183231 -3.277107 -8.389331 14.635801
363.223686 151.695814 50.453503 -3.061408 -8.659603 14.616761
367.364578 151.364765 49.452618 -3.292146 -7.658717 14.513889
363.827438 151.782732 49.838642 -3.066427 -8.044743 14.533009
360.449104 152.286701 50.186626 -2.846006 -8.392726 14.540732
355.630264 153.302193 50.639950 -2.523592 -8.846051 14.524072
362.908707 153.657732 49.362732 -2.971844 -7.568831 14.340811
358.378181 154.015160 49.819088 -2.677379 -8.025187 14.371663
354.827728 155.057459 50.246998 -2.445984 -8.453096 14.349406
350.819359 155.493765 50.627037 -2.174989 -8.833136 14.363967
359.609566 157.004471 49.161762 -2.727823 -7.367861 14.080977
355.735054 157.582798 49.594185 -2.477786 -7.800286 14.091274
352.184448 158.339367 49.942123 -2.242226 -8.148225 14.078261
349.077682 158.799047 50.306950 -2.035728 -8.513049 14.087785
369.823227 158.760223 48.534607 -3.400500 -6.740706 13.884883
365.603981 163.801174 48.820393 -3.126577 -7.026493 13.566477
361.617966 168.922606 49.092083 -2.864733 -7.298183 13.236877
356.725464 173.656483 49.393364 -2.537421 -7.599463 12.933438
310.649014 237.181549 44.087479 0.642944 -2.293581 8.429622
289.630680 301.032672 44.914474 2.002602 -3.120576 4.336039
267.141743 375.318990 43.495995 3.338460 -1.702095 -0.156223
257.619324 397.123418 45.100193 4.073115 -3.306292 -1.871170
259.119053 392.906563 46.264301 4.077734 -4.470399 -1.853767
345.447998 235.982437 44.877937 -1.577506 -3.084038 8.509682
350.494232 303.331146 45.310204 -1.919856 -3.516302 4.152758
379.477768 374.168351 43.645027 -3.654440 -1.851128 -0.113291
377.568092 393.136089 45.520016 -3.689572 -3.726117 -1.706114
370.336647 387.773430 46.609837 -3.297690 -4.815939 -1.587454
