# u v d x y z 
250.590343 229.054699 51.440182 -0.125361 -0.302947 9.642424
249.143181 213.109045 51.359409 -0.223531 -0.383722 10.811102
246.208134 194.637594 51.216370 -0.423799 -0.526761 12.157093
244.666710 170.194216 51.079037 -0.521800 -0.664096 13.931828
249.689980 143.140497 51.179317 -0.165323 -0.563814 15.919814
260.060120 131.103058 51.340649 0.579058 -0.402481 16.825010
274.744549 118.071470 50.879330 1.685893 -0.863802 17.700441
276.044254 119.959688 51.676216 1.730323 -0.066913 17.699852
273.375397 102.428799 51.301025 1.558289 -0.442106 18.920301
245.512161 154.457960 52.018566 -0.560083 0.275435 15.194918
234.131203 156.096210 53.558266 -1.594702 1.815136 15.257728
245.529060 145.933828 56.159435 -0.999362 4.416305 16.384815
263.428078 132.616911 56.178337 0.435109 4.435208 17.456100
269.591770 131.879082 55.907993 0.949242 4.164864 17.473558
275.384502 130.178204 55.763199 1.421128 4.020067 17.586689
281.174393 128.756704 55.614681 1.890598 3.871551 17.676325
287.187176 126.362514 55.444904 2.376269 3.701772 17.838982
274.842949 121.260052 55.863369 1.371526 4.120239 18.314116
279.132042 116.943054 55.940548 1.709310 4.197419 18.672199
282.842503 113.235970 55.970676 2.004233 4.227547 18.973907
286.427975 109.650536 56.039425 2.287622 4.296293 19.273394
273.950443 121.003561 56.251419 1.274771 4.508289 18.400551
278.368950 116.023407 56.318832 1.625830 4.575701 18.812693
282.833824 112.165060 56.395542 1.980979 4.652411 19.137127
286.612759 107.863512 56.428856 2.283840 4.685726 19.489969
272.700520 122.583160 56.599052 1.150838 4.855922 18.331928
276.423512 118.661957 56.669224 1.447495 4.926092 18.661142
279.875584 115.046110 56.718479 1.724138 4.975349 18.962660
284.645596 110.176334 56.746315 2.109228 5.003186 19.362404
271.320171 125.622511 56.941540 1.015412 5.198410 18.142139
275.706291 120.760775 57.016140 1.367481 5.273010 18.550325
278.197861 118.612375 57.062550 1.567652 5.319417 18.733364
281.147804 115.554085 57.058834 1.808331 5.315704 18.982008
251.215801 151.816149 50.282944 0.034315 -1.460188 15.172586
250.560265 148.208141 48.433266 0.170713 -3.309865 15.189211
285.778923 144.707880 46.981819 2.678464 -4.761312 15.233806
294.840431 126.962271 48.009598 3.249703 -3.733532 16.590805
307.787971 115.921926 48.055161 4.136917 -3.687969 17.356083
310.754490 109.829750 48.268780 4.337748 -3.474351 17.814037
312.550316 107.114010 48.395344 4.460233 -3.347786 18.025330
313.908081 103.533382 48.573479 4.552553 -3.169653 18.307608
304.249859 113.602495 48.312618 3.888232 -3.430511 17.561802
306.865768 108.721476 48.490932 4.065430 -3.252199 17.932121
309.076691 104.298363 48.667316 4.215835 -3.075816 18.272717
311.668224 98.543530 48.935638 4.392817 -2.807493 18.727043
300.745201 113.102732 48.580231 3.638985 -3.162900 17.644808
303.594570 107.055159 48.796013 3.831676 -2.947119 18.105494
306.674576 102.301569 49.022949 4.042058 -2.720180 18.481503
308.805904 97.236900 49.223564 4.188113 -2.519567 18.877108
296.727905 114.863033 48.861748 3.350825 -2.881383 17.572969
299.692421 109.582529 49.069862 3.551717 -2.673268 17.980335
301.804733 105.276747 49.270782 3.694568 -2.472347 18.320839
304.304123 100.919094 49.443691 3.866615 -2.299440 18.661915
295.195732 126.992025 48.580463 3.253843 -3.162668 16.680925
296.723862 125.487356 49.046562 3.344398 -2.696570 16.861597
298.173904 124.315252 49.513531 3.431436 -2.229599 17.020897
299.372940 122.167883 49.993958 3.502091 -1.749174 17.253658
247.778130 239.305086 52.614281 -0.453156 0.871152 8.890328
257.505074 296.920781 52.616993 0.277712 0.873862 4.559525
229.128418 357.068710 51.715946 -1.738311 -0.027183 0.189070
252.985001 377.346454 52.424503 -0.043622 0.681373 -1.448074
268.012352 374.280488 52.769859 1.056159 1.026729 -1.284706
251.615276 240.890579 50.315380 0.059841 -1.427750 8.774082
284.565735 291.695752 49.565990 2.466226 -2.177140 5.177595
255.603962 355.486336 49.119488 0.456561 -2.623643 0.734340
275.586052 383.815978 48.341633 1.908070 -3.401497 -1.093760
292.152863 384.611285 48.167900 3.059077 -3.575228 -1.112791
