# u v d x y z 
195.356827 245.384803 46.633648 28.870335 5.681731 10.260977
192.036877 228.035345 46.600590 29.085466 5.714789 11.416224
196.029568 207.919579 46.677326 28.833254 5.638053 12.758893
203.719368 182.481937 46.823681 28.344795 5.491695 14.467150
216.985741 155.566807 46.995564 27.482689 5.319814 16.288261
231.578865 145.974655 47.190971 26.527641 5.124404 16.958492
247.564640 131.181679 46.928837 25.422823 5.386539 17.915020
247.941322 133.732824 47.723362 25.479361 4.592014 17.864605
244.613438 114.809217 47.401058 25.671532 4.914318 19.097103
210.668716 166.361132 47.816013 28.034937 4.499364 15.649877
200.667171 165.125399 49.389530 28.986374 2.925846 15.902597
185.124512 202.960711 49.575230 30.118790 2.740149 13.242898
196.320648 223.907146 50.371162 29.466490 1.944214 11.777733
201.845379 228.457432 50.167046 29.034483 2.148333 11.446934
206.171074 233.720112 50.076759 28.709791 2.238620 11.068961
210.427513 238.844090 49.965549 28.387884 2.349829 10.702217
215.410004 244.388623 49.913494 28.024460 2.401881 10.306779
208.495579 237.055521 50.771748 28.654205 1.543631 10.833277
210.738850 243.047676 50.975399 28.523287 1.339977 10.397772
213.084602 247.982640 51.140327 28.377655 1.175049 10.036517
214.885597 252.959161 51.310635 28.271652 1.004742 9.669792
203.772850 238.529062 50.918255 29.021076 1.397122 10.726707
206.478577 244.833670 51.165661 28.864384 1.149716 10.266398
208.617496 250.806513 51.331638 28.734451 0.983741 9.827259
211.202908 256.004319 51.540691 28.577353 0.774687 9.441319
198.647099 238.753939 50.929821 29.395931 1.385558 10.710370
200.694427 244.074855 51.122387 29.279795 1.192989 10.322115
202.758751 248.886108 51.295692 29.158058 1.019683 9.968540
206.002350 255.218596 51.515491 28.956163 0.799887 9.499720
192.888489 238.270540 50.834167 29.797539 1.481209 10.745304
195.546303 244.622068 51.078102 29.647898 1.237277 10.282444
196.737785 248.018117 51.172054 29.577501 1.143323 10.033562
199.040451 251.870127 51.306721 29.432440 1.008657 9.749685
214.605865 164.932022 46.062725 27.502014 6.252651 15.559474
211.753521 160.664721 44.211933 27.403507 8.103445 15.630517
200.118084 204.336977 43.734703 28.056669 8.580674 12.847870
213.589993 229.261551 43.550545 27.186975 8.764833 11.287803
209.740372 246.931143 43.173538 27.367096 9.141840 10.192221
212.909946 254.870853 43.059826 27.154211 9.255550 9.704944
214.344749 259.068947 43.031364 27.061655 9.284012 9.447477
217.129402 263.896122 42.993771 26.884949 9.321606 9.152018
216.476097 247.482834 43.214653 26.957741 9.100725 10.157755
218.946953 254.103570 43.128277 26.792732 9.187099 9.750763
221.490459 260.141644 43.057121 26.626009 9.258254 9.380794
225.488071 268.140306 42.985203 26.370405 9.330175 8.891685
222.453671 246.959238 43.342319 26.606504 8.973059 10.188810
225.773029 254.810658 43.227764 26.385557 9.087614 9.705093
228.431950 262.176862 43.177723 26.214813 9.137652 9.251786
231.669369 268.837080 43.089245 26.003956 9.226130 8.844612
227.867374 244.654026 43.576576 26.302134 8.738801 10.329986
230.643063 252.014036 43.491203 26.118443 8.824172 9.873274
233.507862 258.054857 43.438087 25.933889 8.877288 9.499326
235.793171 264.294219 43.365936 25.783396 8.949439 9.114651
219.932728 233.746920 43.927235 26.846210 8.388141 11.012110
224.845676 239.311581 44.173843 26.571430 8.141533 10.663153
229.602451 244.588380 44.434536 26.304918 7.880841 10.328449
235.112095 250.354729 44.656761 25.982126 7.658617 9.959126
195.083771 257.322879 47.783894 29.093790 4.531483 9.437203
210.111332 319.685755 47.928394 28.090652 4.386983 5.163696
179.564552 386.783624 47.143181 30.024633 5.172196 0.734215
205.218277 412.409670 47.329639 28.327496 4.985736 -1.037558
222.544403 410.837595 47.437271 27.170996 4.878105 -0.957531
195.913715 257.891665 45.472256 28.627361 6.843120 9.457460
219.877357 321.109672 45.470119 27.070368 6.845257 5.351044
191.614628 393.449657 44.693584 28.763817 7.621792 0.822260
216.753674 422.845620 44.574104 27.141117 7.741271 -1.023403
235.124989 422.047545 44.794754 25.998035 7.520624 -1.029968
