# u v d x y z 
237.976742 287.822771 30.451733 0.173292 4.253270 8.302539
224.181938 267.664375 30.905142 0.626702 4.915442 9.161560
227.235813 236.860056 30.849682 0.571241 4.773263 10.521328
234.135361 197.034559 30.681395 0.402953 4.448550 12.266148
246.658230 152.701464 30.291002 0.012561 3.858763 14.160604
263.958454 133.712769 29.824104 -0.454336 3.072753 14.911407
279.511585 118.755112 28.605444 -1.672997 2.339610 15.337610
293.300858 121.232071 29.192123 -1.086317 1.798490 15.335931
291.635742 90.097075 28.717999 -1.560442 1.848719 16.532822
255.976162 171.095266 31.173531 0.895089 3.536268 13.451525
272.515717 172.196159 32.919540 2.641100 2.918142 13.571621
304.088421 223.226538 33.670071 3.391629 1.450403 11.189754
323.911285 225.473814 32.155743 1.877300 0.505383 11.050234
319.441528 230.512962 31.666834 1.388394 0.710319 10.812126
318.389587 235.193939 31.210657 0.932217 0.756858 10.597235
316.900043 240.214891 30.767620 0.489178 0.821309 10.373503
316.060467 244.556780 30.262821 -0.015620 0.855371 10.185946
330.733757 226.751289 30.883322 0.604880 0.211492 10.967468
337.380447 228.677130 30.483763 0.205322 -0.071833 10.876040
342.509918 230.135078 30.124111 -0.154329 -0.283648 10.807479
348.404427 231.881418 29.791231 -0.487209 -0.523806 10.728466
338.648949 228.230381 31.078186 0.799744 -0.142911 10.905489
346.010895 229.620438 30.634729 0.356289 -0.453284 10.837198
352.390594 232.293491 30.241756 -0.036685 -0.714300 10.715889
358.608627 233.341541 29.849426 -0.429016 -0.961296 10.666878
343.486290 230.680161 31.360338 1.081897 -0.367143 10.800482
349.631004 232.236328 31.002266 0.723825 -0.627272 10.726793
355.132103 233.616428 30.664078 0.385637 -0.853936 10.662586
361.984329 235.399532 30.186005 -0.092436 -1.125430 10.581333
346.369858 234.265308 31.715948 1.437507 -0.509724 10.642778
353.751831 235.849085 31.277269 0.998829 -0.823039 10.568419
357.364273 237.391233 31.057119 0.778679 -0.972698 10.498693
361.215515 238.316345 30.749411 0.470970 -1.125449 10.456907
228.440037 167.488174 29.653494 -0.624946 4.563730 13.454703
190.425243 161.341724 28.423243 -1.855198 5.946390 13.576838
173.679771 217.576361 26.741913 -3.536528 6.274888 11.239592
217.622299 223.196211 26.345083 -3.933358 4.538125 11.015372
234.071617 234.901056 25.533300 -4.745141 3.819391 10.568937
247.647552 237.472916 25.374931 -4.903509 3.307824 10.474554
254.440479 239.700136 25.303162 -4.975280 3.054859 10.393787
263.705006 241.238737 25.256519 -5.021921 2.716220 10.338253
242.959213 230.893650 25.777775 -4.500667 3.522112 10.718292
253.957138 233.324289 25.644625 -4.633817 3.104547 10.627514
264.372406 235.474520 25.538271 -4.740170 2.714530 10.548052
278.916149 238.293686 25.433420 -4.845021 2.177773 10.444943
249.213657 228.319788 26.078974 -4.199466 3.322248 10.818102
262.688522 230.625401 25.925909 -4.352532 2.807701 10.730155
274.642601 234.338694 25.803940 -4.474502 2.357055 10.591639
286.682129 236.152496 25.694752 -4.583689 1.908047 10.524178
252.264271 226.719189 26.475550 -3.802891 3.246970 10.885258
264.291248 229.581556 26.333721 -3.944720 2.780796 10.774885
274.852657 231.822910 26.248857 -4.029583 2.378007 10.689575
285.085888 234.325333 26.126865 -4.151576 1.988192 10.594749
229.078026 229.849434 26.699417 -3.579024 4.153003 10.770111
240.388432 235.915318 26.893038 -3.385403 3.743622 10.539875
251.109734 242.035203 27.097982 -3.180458 3.351894 10.304162
263.389568 247.205887 27.292503 -2.985937 2.892255 10.101995
263.598633 301.460953 31.161392 0.882952 3.195833 7.646935
351.102448 259.446373 31.835299 1.556858 -0.729453 9.498547
390.382538 361.782796 30.633953 0.355512 -2.395081 5.053393
444.667130 381.263852 30.192915 -0.085527 -4.692180 4.289852
467.972488 367.460461 30.119339 -0.159101 -5.681850 4.898627
226.917362 306.766062 29.248734 -1.029707 4.574411 7.593201
197.114182 269.705400 25.243761 -5.034680 5.116627 9.311696
244.381733 398.052714 23.860350 -6.418091 3.262595 4.995529
255.635433 440.592881 21.611740 -8.666701 2.672241 4.189860
253.358707 431.150376 20.596308 -9.682134 2.645861 4.758674
