# u v d x y z 
319.640751 229.767923 68.181305 6.692329 14.804314 10.011413
319.561348 218.321056 68.520782 6.684383 15.143791 11.136873
319.831600 204.411507 68.601524 6.710818 15.224536 12.502539
320.022926 186.182613 68.536018 6.729565 15.159028 14.283974
319.980907 165.669165 68.010139 6.725466 14.633150 16.236576
320.139923 155.311546 67.261330 6.740766 13.884337 17.152302
318.193874 140.907040 66.534264 6.555651 13.157275 18.433472
326.479454 141.908770 66.627480 7.344049 13.250484 18.351322
322.843857 131.307163 67.205627 7.000353 13.828633 19.450176
329.324570 173.403339 68.088570 7.634315 14.711576 15.492605
347.997055 173.273506 68.402649 9.463140 15.025661 15.535172
348.459167 202.945890 68.487083 9.511728 15.110091 12.640116
349.617081 214.896326 67.174446 9.569479 13.797452 11.423826
346.679344 215.440979 66.682022 9.268797 13.305032 11.354282
344.694824 217.218647 66.256302 9.064732 12.879312 11.171088
342.504883 218.869171 65.839996 8.844067 12.463007 11.002296
340.810471 220.791121 65.367195 8.670640 11.990204 10.808547
351.064262 221.079655 66.027840 9.657474 12.650850 10.799461
351.880226 225.119619 65.721115 9.720469 12.344121 10.411870
352.531624 228.328285 65.433083 9.768242 12.056090 10.105812
353.216896 231.802282 65.178856 9.820233 11.801864 9.778102
352.145348 224.068651 66.307648 9.772298 12.930655 10.523890
353.342590 228.348198 65.962364 9.869257 12.585371 10.112762
353.772774 232.357807 65.660141 9.895213 12.283150 9.731628
354.817238 235.911255 65.346733 9.977595 11.969743 9.396485
352.117577 225.862513 66.645508 9.785167 13.268516 10.360790
352.953644 229.481735 66.371147 9.851851 12.994157 10.012089
353.704567 232.730713 66.106850 9.910325 12.729856 9.701289
354.619217 236.881485 65.720413 9.977592 12.343425 9.307575
351.157341 226.986637 67.040817 9.711339 13.663829 10.261114
352.291908 231.277628 66.701553 9.804349 13.324563 9.845926
352.527809 233.541126 66.533272 9.819010 13.156281 9.628689
353.094864 235.944986 66.278061 9.860840 12.901070 9.398730
310.563183 173.186073 68.251488 5.807212 14.874495 15.529289
292.929211 172.662535 68.874588 4.063766 15.497600 15.640277
288.972225 201.830435 68.843559 3.675804 15.466565 12.768689
286.355114 215.397606 67.705872 3.473097 14.328879 11.394400
282.600555 226.921520 67.682632 3.111188 14.305643 10.279341
281.323376 231.453924 67.384331 3.004180 14.007341 9.837464
280.984612 233.900070 67.246391 2.979257 13.869399 9.600787
280.501842 236.582909 67.018768 2.945724 13.641773 9.341948
282.805939 226.413546 67.273949 3.152763 13.896956 10.320524
281.831264 230.242538 67.037407 3.071988 13.660412 9.949240
281.006756 233.712273 66.805946 3.005920 13.428957 9.614873
280.120316 238.264904 66.465416 2.940722 13.088421 9.179538
283.947811 225.338659 66.934547 3.279983 13.557559 10.416719
282.648849 229.861650 66.628967 3.172081 13.251975 9.979801
282.045918 234.202852 66.378441 3.128274 13.001451 9.564512
281.006451 238.024063 66.096779 3.045395 12.719787 9.201365
286.239376 223.206024 66.661545 3.512271 13.284550 10.614095
285.271358 227.532921 66.397583 3.433181 13.020589 10.197339
284.632587 231.028719 66.147919 3.385206 12.770924 9.862550
283.805656 234.734144 65.929741 3.318344 12.552750 9.510756
290.118790 217.377691 67.321556 3.853536 13.944561 11.190460
292.596951 220.292873 66.988457 4.104910 13.611467 10.900718
295.249729 223.106575 66.666130 4.370172 13.289135 10.623675
297.506504 226.191301 66.282059 4.597443 12.905066 10.322318
331.918221 237.645292 67.981438 7.884773 14.604443 9.243471
322.501373 279.971666 66.483871 6.964895 13.106882 5.218403
316.034832 325.599346 68.200012 6.341001 14.823017 0.674967
314.631882 346.024318 66.449608 6.217737 13.072620 -1.049887
314.000511 346.712050 65.291763 6.167725 11.914774 -0.938663
307.780952 238.471813 68.189545 5.537019 14.812556 9.163657
306.491356 277.821879 65.834526 5.456842 12.457531 5.457668
306.829262 316.072111 68.773712 5.433320 15.396720 1.540846
300.375748 340.460958 68.613281 4.803772 15.236288 -0.832289
297.306137 348.473282 67.679665 4.533159 14.302673 -1.472975
