# u v d x y z 
323.820763 252.156572 33.373291 3.825571 -7.919255 5.302484
324.007912 242.232299 32.298656 3.828342 -8.993888 5.779061
324.751244 234.524374 30.974878 3.853654 -10.317667 6.124357
325.783958 227.434902 29.214880 3.884808 -12.077665 6.406473
325.520058 218.399019 27.217638 3.858046 -14.074907 6.721958
328.508530 221.794796 26.050278 3.960055 -15.242269 6.559563
308.877869 215.511074 24.760122 3.250004 -16.532423 6.748274
330.879936 216.434183 24.574928 4.025374 -16.717617 6.709387
318.421288 182.970171 24.167425 3.588907 -17.125120 7.851010
348.535004 222.686548 27.931570 4.782023 -13.360975 6.572906
393.235741 211.051970 28.026325 6.575596 -13.266221 7.041071
423.028107 271.855860 28.793331 7.881300 -12.499215 4.571724
389.066086 293.868012 28.203026 6.426087 -13.089520 3.711718
374.852448 292.410264 28.344595 5.864513 -12.947951 3.759851
362.487183 294.193811 28.402712 5.367343 -12.889833 3.683131
350.326385 295.651817 28.480625 4.877290 -12.811921 3.617778
337.188644 297.462802 28.495218 4.343119 -12.797328 3.542897
360.438080 302.909789 27.739052 5.245861 -13.553494 3.389122
351.696815 310.929365 27.557714 4.891258 -13.734831 3.089703
343.622360 317.082124 27.403433 4.568175 -13.889112 2.864469
336.164131 324.043565 27.252775 4.272722 -14.039770 2.610032
366.340675 311.473103 27.684206 5.476133 -13.608339 3.055382
356.890640 320.022511 27.457436 5.090445 -13.835111 2.743186
347.861290 328.002691 27.313320 4.730533 -13.979226 2.448282
339.208565 335.008507 27.116224 4.387503 -14.176321 2.201673
373.280067 317.366767 27.753128 5.755825 -13.539418 2.814676
365.628777 324.692230 27.580879 5.441244 -13.711666 2.545081
358.259735 331.191359 27.422676 5.142247 -13.869869 2.309617
347.527351 339.239888 27.214153 4.713603 -14.078393 2.023876
381.015625 321.768765 27.926727 6.077651 -13.365818 2.619870
371.846809 330.449438 27.705070 5.695441 -13.587475 2.302193
366.892776 334.998436 27.624182 5.493948 -13.668364 2.133127
360.066719 339.520755 27.491608 5.216981 -13.800938 1.973511
302.577038 222.756929 27.959099 2.947511 -13.333447 6.570777
258.032055 211.540461 28.106812 1.155239 -13.185735 7.024786
224.580021 271.959515 28.700106 -0.268822 -12.592440 4.571716
258.837032 294.725161 28.134871 1.185109 -13.157676 3.682511
266.588345 322.821522 27.908354 1.513938 -13.384192 2.580044
275.232124 331.940188 27.672340 1.873653 -13.620206 2.247490
280.002193 336.666441 27.584835 2.067222 -13.707711 2.072736
286.531639 341.484218 27.437658 2.331565 -13.854888 1.904220
273.771019 318.895054 27.691006 1.814660 -13.601541 2.761086
281.014786 326.569662 27.508484 2.111378 -13.784062 2.480062
288.046379 333.382959 27.338238 2.395476 -13.954308 2.235025
298.343277 341.912642 27.109354 2.804698 -14.183192 1.935225
280.438366 313.241343 27.579857 2.084692 -13.712689 2.996367
289.366474 322.237673 27.338392 2.447025 -13.954154 2.670281
298.093109 330.545812 27.179651 2.792809 -14.112894 2.366342
306.352692 338.006101 26.967587 3.117648 -14.324960 2.106364
286.304226 304.653783 27.585466 2.315535 -13.707080 3.334197
294.700813 313.092957 27.390711 2.653465 -13.901835 3.021964
302.437763 319.552302 27.223806 2.960397 -14.068739 2.788180
309.622593 326.884289 27.062141 3.242220 -14.230404 2.523097
273.119774 292.998562 28.217327 1.753649 -13.075218 3.745665
285.612221 294.728837 28.234219 2.256395 -13.058328 3.674596
297.946053 296.118751 28.267790 2.752817 -13.024756 3.615843
311.124096 297.987742 28.235468 3.285390 -13.057078 3.543046
347.893867 256.220913 34.158546 5.004574 -7.133999 5.090515
337.550888 295.574298 37.926254 4.594326 -3.366292 2.871026
335.716705 273.060436 42.721077 4.602603 1.428532 3.864380
333.425331 291.191769 44.831615 4.503240 3.539071 2.603477
330.232506 308.569951 45.018517 4.301487 3.725971 1.472180
299.576969 255.515299 34.168129 2.646531 -7.124416 5.124735
304.683342 295.009904 37.950760 2.813013 -3.341787 2.899679
304.986153 267.038670 42.661667 2.728390 1.369123 4.234184
301.641083 288.290663 44.645973 2.472481 3.353427 2.802086
301.527557 306.358795 44.734570 2.462903 3.442023 1.641302
